 energy -- xe (complex wv) -- vcon (real part ip)
   13.523600000000000             (3.7000912179989158,-2.40418133185666266E-002) -0.16649701272505602     

  -- absorber excited regular wf for all l -- 

  l=            0
   3.6444732403688503E-003       (0.24941517974100971,-8.49878496563767800E-003)
   4.3733678884426202E-003       (0.29625902637040186,-1.00949767376853263E-002)
   5.1022625365163901E-003       (0.34212578966579488,-1.16578717626510588E-002)
   5.8311571845901600E-003       (0.38703048459679062,-1.31879812681530290E-002)
   6.5600518326639299E-003       (0.43098792234246291,-1.46858095513862502E-002)
   7.2889464807376998E-003       (0.47401271070897916,-1.61518539930549376E-002)
   8.0178411288114697E-003       (0.51611925273732284,-1.75866050096386076E-002)
   8.7467357768852404E-003       (0.55732175113154359,-1.89905462039967783E-002)
   9.4756304249590112E-003       (0.59763420896182751,-2.03641543890445212E-002)
   1.0204525073032782E-002       (0.63707041685979293,-2.17078991511612009E-002)
   1.0933419721106553E-002       (0.67564397835078693,-2.30222437131093055E-002)
   1.1662314369180323E-002       (0.71336829732265372,-2.43076445067726792E-002)
   1.2391209017254094E-002       (0.75025658595460709,-2.55645514430694956E-002)
   1.3120103665327865E-002       (0.78632189886586079,-2.67934090752931647E-002)
   1.3848998313401636E-002       (0.82157698379435595,-2.79946515108321879E-002)
   1.4577892961475407E-002       (0.85603425171296266,-2.91687013926753731E-002)
   1.5306787609549177E-002       (0.88970639111356198,-3.03159908304647223E-002)
   1.6035682257622946E-002       (0.92260568313560976,-3.14369380637513074E-002)
   1.6764576905696715E-002       (0.95474420121498305,-3.25319542646587273E-002)
   1.7493471553770484E-002       (0.98613384486976163,-3.36014446888844368E-002)
   1.8222366201844253E-002        (1.0167863235467580,-3.46458081250678868E-002)
   1.8951260849918022E-002        (1.0467131752683483,-3.56654375299492454E-002)
   1.9680155497991791E-002        (1.0759257880251256,-3.66607207570855340E-002)
   2.0409050146065560E-002        (1.1044355471628045,-3.76320455786557442E-002)
   2.1137944794139329E-002        (1.1322532830764787,-3.85797808661832858E-002)
   2.1866839442213098E-002        (1.1593899098394516,-3.95042983507481321E-002)
